ts_down,ts_up,dwell_ms,flight_ms,code,prev_code,key
1763443392865.617,1763443392989.634,124.014,-12.901,Char.l,Char.d,l
1763443392909.784,1763443393051.419,141.633,-79.847,Char.s,Char.l,s
1763443393060.387,1763443393160.673,100.282,8.97,Key.space,Char.s,
1763443393126.034,1763443393231.137,105.101,-34.635,Char.r,Key.space,r
1763443393251.637,1763443393372.641,121.0,20.502,Char.j,Char.r,j
1763443393312.034,1763443393422.381,110.343,-60.602,Char.t,Char.j,t
1763443393483.642,1763443393615.461,131.814,61.265,Char.d,Char.t,d
1763443393585.28,1763443393694.668,109.383,-30.176,Char.m,Char.d,m
1763443393675.571,1763443393786.267,110.694,-19.093,Char.f,Char.m,f
1763443393760.104,1763443393906.332,146.224,-26.162,Key.space,Char.f,
1763443395160.745,1763443395295.878,135.127,1254.418,Char.v,Key.space,v
1763443395286.194,1763443395386.44,100.241,-9.678,Char.o,Char.v,o
1763443395361.326,1763443395457.253,95.922,-25.109,Char.x,Char.o,x
1763443395507.759,1763443395638.989,131.223,50.512,Char.j,Char.x,j
1763443395547.787,1763443395694.123,146.33,-91.195,Char.s,Char.j,s
1763443396142.031,1763443396298.068,156.035,447.914,Char.d,Char.s,d
1763443396238.243,1763443396373.981,135.734,-59.823,Char.l,Char.d,l
1763443396287.834,1763443396419.433,131.593,-86.144,Key.space,Char.l,
1763443396409.696,1763443396545.261,135.562,-9.73,Char.d,Key.space,d
1763443396534.983,1763443396675.525,140.539,-10.276,Char.k,Char.d,k
1763443396620.762,1763443396766.908,146.142,-54.761,Char.f,Char.k,f
1763443396781.758,1763443396926.135,144.374,14.855,Char.w,Char.f,w
1763443396832.307,1763443396988.336,156.025,-93.826,Char.l,Char.w,l
1763443396912.877,1763443397048.132,135.252,-75.455,Key.space,Char.l,
1763443397022.705,1763443397148.845,126.134,-25.422,Char.d,Key.space,d
1763443397098.781,1763443397239.437,140.652,-50.059,Char.k,Char.d,k
1763443397183.975,1763443397340.22,156.241,-55.458,Char.s,Char.k,s
1763443397281.119,1763443397390.38,109.257,-59.097,Char.g,Char.s,g
1763443397452.973,1763443397572.341,119.363,62.597,Char.d,Char.g,d
1763443397511.685,1763443397612.662,100.971,-60.65,Char.m,Char.d,m
1763443397703.889,1763443397924.276,220.383,91.231,Key.shift_r,Char.m,
1763443397964.857,1763443398125.838,160.976,40.587,Char.k,Key.shift_r,k
1763443398060.366,1763443398186.109,125.737,-65.468,Key.space,Char.k,
1763443398112.066,1763443398232.929,120.848,-74.036,Char.t,Key.space,t
1763443398245.022,1763443398358.1,113.073,12.108,Char.l,Char.t,l
1763443398317.591,1763443398418.16,100.564,-40.504,Char.v,Char.l,v
1763443398548.989,1763443398679.594,130.6,130.834,Char.r,Char.v,r
1763443398644.518,1763443398770.177,125.655,-35.071,Char.l,Char.r,l
1763443398760.35,1763443398891.303,130.949,-9.823,Char.e,Char.l,e
1763443398855.846,1763443399011.892,156.041,-35.453,Char.h,Char.e,h
1763443398926.288,1763443399032.177,105.883,-85.599,Key.space,Char.h,
1763443399349.983,1763443399477.102,127.112,317.813,Char.g,Key.space,g
1763443399435.62,1763443399581.421,145.795,-41.475,Char.k,Char.g,k
1763443399526.83,1763443399667.096,140.26,-54.586,Char.s,Char.k,s
1763443399694.276,1763443399833.519,139.239,27.186,Char.e,Char.s,e
1763443399757.892,1763443399944.765,186.868,-75.623,Char.p,Char.e,p
1763443399847.522,1763443399984.288,136.763,-97.239,Key.space,Char.p,
1763443400004.428,1763443400154.656,150.223,20.145,Char.a,Key.space,a
1763443400102.28,1763443400194.848,92.566,-52.371,Char.n,Char.a,n
1763443400145.065,1763443400265.369,120.302,-49.781,Char.j,Char.n,j
1763443400205.395,1763443400376.442,171.043,-59.972,Char.s,Char.j,s
1763443400275.722,1763443400416.703,140.975,-100.716,Char.r,Char.s,r
1763443400366.626,1763443400537.204,170.574,-50.071,Char.k,Char.r,k
1763443400461.701,1763443400609.338,147.632,-75.501,Key.space,Char.k,
1763443400583.773,1763443400668.977,85.198,-25.559,Char.w,Key.space,w
1763443400649.512,1763443400769.289,119.773,-19.459,Char.j,Char.w,j
1763443400856.534,1763443400990.555,134.018,87.249,Char.d,Char.j,d
1763443401067.681,1763443401160.782,93.084,77.129,Char.g,Char.d,g
1763443401149.347,1763443401273.077,123.724,-11.418,Char.h,Char.g,h
1763443401192.615,1763443401369.035,176.416,-80.456,Char.k,Char.h,k
1763443401283.194,1763443401383.588,100.392,-85.837,Char.r,Char.k,r
1763443401445.242,1763443401555.643,110.4,61.656,Char.e,Char.r,e
1763443401509.857,1763443401634.847,124.987,-45.784,Char.h,Char.e,h
1763443401655.658,1763443401816.351,160.691,20.814,Char.r,Char.h,r
1763443401745.966,1763443401957.6,211.63,-70.383,Char.k,Char.r,k
1763443401826.688,1763443402007.523,180.831,-130.909,Key.space,Char.k,
1763443402250.556,1763443402370.75,120.189,243.037,Char.7,Key.space,7
1763443402442.09,1763443402552.345,110.251,71.345,Char.6,Char.7,6
1763443402738.959,1763443402894.846,155.881,186.619,Char.v,Char.6,v
1763443402879.95,1763443403006.263,126.31,-14.891,Char.j,Char.v,j
1763443403025.616,1763443403206.351,180.732,19.354,Char.t,Char.j,t
1763443403123.425,1763443403256.371,132.942,-82.922,Char.p,Char.t,p
1763443403196.23,1763443403306.755,110.521,-60.137,Char.s,Char.p,s
1763443403387.577,1763443403538.926,151.346,80.826,Char.x,Char.s,x
1763443403468.656,1763443403608.843,140.181,-70.267,Char.m,Char.x,m
1763443403619.382,1763443403740.208,120.824,10.545,Char.d,Char.m,d
1763443403696.764,1763443403820.475,123.709,-43.442,Char.p,Char.d,p
1763443403831.054,1763443403961.659,130.602,10.582,Char.t,Char.p,t
1763443403891.156,1763443404078.475,187.314,-70.5,Char.j,Char.t,j
1763443404027.121,1763443404162.985,135.861,-51.35,Key.space,Char.j,
1763443404173.374,1763443404285.117,111.738,10.394,Char.r,Key.space,r
1763443404239.044,1763443404344.287,105.236,-46.068,Char.h,Char.r,h
1763443404319.269,1763443404445.73,126.456,-25.011,Char.w,Char.h,w
1763443404436.154,1763443404556.679,120.519,-9.57,Char.j,Char.w,j
1763443404511.438,1763443404596.508,85.056,-45.236,Char.d,Char.j,d
1763443404686.759,1763443404807.651,120.887,90.266,Char.e,Char.d,e
1763443404747.434,1763443404868.081,120.642,-60.212,Char.h,Char.e,h
1763443404792.762,1763443404938.638,145.871,-75.315,Char.l,Char.h,l
1763443404883.21,1763443404998.802,115.583,-55.425,Char.s,Char.l,s
1763443404963.196,1763443405049.096,85.897,-35.597,Key.space,Char.s,
1763443405084.703,1763443405230.395,145.689,35.612,Char.s,Key.space,s
1763443405145.01,1763443405261.13,116.114,-85.382,Char.m,Char.s,m
1763443405275.889,1763443405421.911,146.018,14.764,Key.shift_r,Char.m,
1763443405488.871,1763443405633.713,144.838,66.965,Char.l,Key.shift_r,l
1763443405533.271,1763443405663.879,130.602,-100.437,Char.a,Char.l,a
1763443405689.202,1763443405829.657,140.452,25.328,Char.d,Char.a,d
1763443405751.969,1763443405937.931,185.959,-77.685,Char.l,Char.d,l
1763443405819.767,1763443405947.099,127.328,-118.162,Key.space,Char.l,
1763443405925.815,1763443406057.284,131.464,-21.28,Char.d,Key.space,d
1763443406037.135,1763443406187.357,150.219,-20.144,Char.j,Char.d,j
1763443406123.475,1763443406267.811,144.331,-63.878,Char.q,Char.j,q
1763443406197.652,1763443406358.535,160.879,-70.154,Char.t,Char.q,t
1763443406394.211,1763443406499.517,105.303,35.68,Char.w,Char.t,w
1763443406459.38,1763443406610.595,151.212,-40.134,Char.l,Char.w,l
1763443406590.142,1763443406761.281,171.136,-20.451,Char.d,Char.l,d
1763443406672.091,1763443406801.922,129.828,-89.187,Char.k,Char.d,k
1763443406746.548,1763443406902.716,156.163,-55.37,Char.s,Char.k,s
1763443406813.017,1763443406984.01,170.987,-89.694,Char.g,Char.s,g
1763443406973.375,1763443407124.202,150.821,-10.629,Char.d,Char.g,d
1763443407055.017,1763443407219.768,164.748,-69.179,Char.k,Char.d,k
1763443407179.074,1763443407330.281,151.202,-40.691,Key.space,Char.k,
1763443407341.072,1763443407481.444,140.368,10.797,Char.d,Key.space,d
1763443407411.108,1763443407532.217,121.102,-70.331,Char.l,Char.d,l
1763443407567.158,1763443407753.147,185.986,34.946,Key.shift_r,Char.l,
1763443407788.887,1763443407934.416,145.526,35.745,Char.d,Key.shift_r,d
1763443407869.361,1763443407974.879,105.514,-65.052,Char.j,Char.d,j
1763443408006.652,1763443408163.894,157.237,31.778,Char.t,Char.j,t
1763443408075.955,1763443408247.218,171.257,-87.934,Char.j,Char.t,j
1763443408165.955,1763443408317.297,151.338,-81.258,Key.space,Char.j,
1763443408488.714,1763443408600.066,111.346,171.422,Char.t,Key.space,t
1763443408569.766,1763443408674.34,104.567,-30.294,Char.k,Char.t,k
1763443408765.273,1763443408931.41,166.134,90.939,Key.shift_r,Char.k,
1763443409013.638,1763443409173.068,159.425,82.232,Char.k,Key.shift_r,k
1763443409123.112,1763443409223.613,100.496,-49.951,Char.r,Char.k,r
1763443409143.04,1763443409283.722,140.679,-80.569,Key.space,Char.r,
1763443409329.482,1763443409445.912,116.427,45.764,Char.r,Key.space,r
1763443409384.791,1763443409496.123,111.326,-61.118,Char.h,Char.r,h
1763443409480.708,1763443409617.795,137.083,-15.408,Char.a,Char.h,a
1763443409604.48,1763443409707.903,103.418,-13.312,Char.l,Char.a,l
1763443409672.304,1763443409822.913,150.604,-35.594,Char.s,Char.l,s
1763443409748.498,1763443409898.693,150.19,-74.41,Char.d,Char.s,d
1763443409874.205,1763443410045.176,170.967,-24.483,Char.l,Char.d,l
1763443409929.448,1763443410079.508,150.056,-115.725,Key.space,Char.l,
1763443410090.98,1763443410211.007,120.022,11.477,Char.e,Key.space,e
1763443410156.581,1763443410280.908,124.324,-54.421,Char.h,Char.e,h
1763443410190.934,1763443410321.203,130.265,-89.971,Char.l,Char.h,l
1763443410291.034,1763443410452.212,161.174,-30.165,Char.s,Char.l,s
1763443410413.885,1763443410522.931,109.043,-38.324,Char.p,Char.s,p
1763443410628.632,1763443410703.985,75.349,105.704,Char..,Char.p,.
1763443410784.805,1763443410896.071,111.26,80.825,Char..,Char..,.
1763443410844.891,1763443410965.811,120.913,-51.175,Key.space,Char..,
1763443410917.706,1763443411077.034,159.323,-48.098,Char.d,Key.space,d
1763443411021.23,1763443411188.302,167.067,-55.799,Char.h,Char.d,h
1763443411087.813,1763443411257.925,170.107,-100.483,Char.o,Char.h,o
1763443411131.729,1763443411277.846,146.113,-126.192,Key.space,Char.o,
1763443411466.061,1763443411590.357,124.291,188.22,Char.s,Key.space,s
1763443411545.313,1763443411651.275,105.957,-45.04,Char.k,Char.s,k
1763443411661.723,1763443411751.53,89.803,10.452,Char.s,Char.k,s
1763443411722.951,1763443411892.392,169.438,-28.574,Char.m,Char.s,m
1763443411832.758,1763443411983.042,150.281,-59.632,Char.s,Char.m,s
1763443411877.078,1763443412053.282,176.202,-105.961,Key.space,Char.s,
1763443412235.291,1763443412335.611,100.316,182.012,Char.7,Key.space,7
1763443412407.08,1763443412516.97,109.885,71.473,Char.6,Char.7,6
1763443412682.694,1763443412835.186,152.488,165.729,Char.v,Char.6,v
1763443412778.671,1763443412901.93,123.255,-56.511,Char.j,Char.v,j
1763443412823.899,1763443412960.327,136.424,-78.028,Key.space,Char.j,
1763443412924.868,1763443413071.727,146.855,-35.455,Char.d,Key.space,d
1763443413021.823,1763443413140.919,119.096,-49.901,Char.l,Char.d,l
1763443413162.151,1763443413282.484,120.328,21.234,Char.t,Char.l,t
